010000	99999	BOGUS NORWAY                  	NO	  
010010	99999	JAN MAYEN                     	NO	  
010013	99999	ROST                          	NO	  
010014	99999	SOERSTOKKEN                   	NO	  
010015	99999	BRINGELAND                    	NO	  
010016	99999	RORVIK/RYUM                   	NO	  
010017	99999	FRIGG                         	NO	  
010020	99999	VERLEGENHUKEN                 	SV	  
010030	99999	HORNSUND                      	SV	  
010040	99999	NY-ALESUND II                 	SV	  
010050	99999	ISFJORD RADIO                 	NO	  
010060	99999	EDGEOYA                       	NO	  
010070	99999	NY-ALESUND                    	SV	  
010071	99999	                              	  	  
010080	99999	SVALBARD LUFTHAVN             	SV	  
010090	99999	KARL XII OYA                  	SV	  
010100	99999	ANDOYA                        	NO	  
010110	99999	KVITOYA                       	SV	  
010120	99999	                              	  	  
010140	99999	SENJA-LAUKHELLA               	NO	  
010150	99999	HEKKINGEN FYR                 	NO	  
010160	99999	KONGSOYA                      	NO	  
010170	99999	AKSELOYA                      	SV	  
010190	99999	SVARTTANGEN                   	NO	  
010200	99999	SORKAPPOYA                    	SV	  
010230	99999	BARDUFOSS                     	NO	  
010231	99999	DRAUGEN                       	NO	  
010240	99999	PYRAMIDEN                     	NO	  
010250	99999	TROMSO/LANGNES                	NO	  
010260	99999	TROMSO                        	NO	  
010270	99999	TROMSO-HOLT                   	NO	  
010280	99999	BJORNOYA                      	NO	  
010300	99999	                              	  	  
010320	99999	OVERBYGD                      	NO	  
010330	99999	TORSVAG FYR                   	NO	  
010340	99999	FUGLOYKALVEN FYR              	NO	  
010350	99999	LYNGEN GJERDVASSBU            	NO	  
010360	99999	SKIBOTIN                      	NO	  
010370	99999	SKIBOTN2                      	NO	  
010400	99999	SKJERVOY                      	NO	  
010410	99999	NORDREISA-OYENG               	NO	  
010420	99999	HASVIK-SLUSKFJELLET           	NO	  
010430	99999	ROGNSUNDET                    	NO	  
010435	99999	HASVIK                        	NO	  
010440	99999	HASVIK AP                     	NO	  
010450	99999	NORDSTRAUM I KVAENA           	NO	  
010455	99999	                              	  	  
010460	99999	SORKJOSEN                     	NO	  
010470	99999	KAUTOKEINO                    	NO	  
010490	99999	ALTA LUFTHAVN                 	NO	  
010510	99999	SUOLOVUOPMI                   	NO	  
010520	99999	HAMMERFEST AP                 	NO	  
010530	99999	HAMMERFEST RADIO              	NO	  
010550	99999	FRUHOLMEN FYR                 	NO	  
010570	99999	CUOVDDATMOHKKI                	NO	  
010580	99999	SUOLOVUOPMI LULIT             	NO	  
010590	99999	BANAK                         	NO	  
010610	99999	BRENNELV                      	NO	  
010617	99999	OSEBERG                       	NO	  
010620	99999	HOPEN                         	SV	  
010630	99999	KISTRAND III                  	NO	  
010650	99999	KARASJOK                      	NO	  
010660	99999	HELNES FYR                    	NO	  
010670	99999	LEVAJOK-EVJEN                 	NO	  
010671	99999	                              	  	  
010680	99999	HONNINGSVAG AP                	NO	  
010720	99999	                              	  	  
010740	99999	MEHAMN AP                     	NO	  
010750	99999	RUSTEFJELBMA                  	NO	  
010760	99999	TANABRU                       	NO	  
010780	99999	SLETTNES FYR                  	NO	  
010820	99999	NYRUD                         	NO	  
010830	99999	BERLEVAG                      	NO	  
010840	99999	PASVIK                        	NO	  
010850	99999	BUGOYFJORD                    	NO	  
010860	99999	BATSFJORD AP                  	NO	  
010874	99999	K18 KOTTER OIL PLAT           	NO	  
010875	99999	HEIMDAL                       	NO	  
010876	99999	NORNE                         	NO	  
010877	99999	TROLL A                       	NO	  
010878	99999	SNORRE A                      	NO	  
010879	99999	SNORRE B                      	NO	  
010880	99999	VADSO AP                      	NO	  
010881	99999	NARVIK III/FRAMNES            	NO	  
010882	99999	ROEROS                        	NO	  
010883	99999	SANDANE/ANDA                  	NO	  
010884	99999	SKIEN GEITERYGGEN             	NO	  
010885	99999	BATSFJORD                     	NO	  
010886	99999	SLEIPNER A OIL PLATF          	NO	  
010887	99999	TROLL C OIL PLATFORM          	NO	  
010890	99999	KIRKENES                      	NO	  
010920	99999	MAKKAUR FRY                   	NO	  
010970	99999	SVARTNES                      	NO	  
010980	99999	VARDO                         	NO	  
010985	99999	                              	  	  
010986	99999	                              	  	  
010987	99999	                              	  	  
010990	99999	VARDO AP                      	NO	  
011010	99999	BOGUS NORWEGIAN               	NO	  
011020	99999	SKLINNA FYR                   	NO	  
011025	99999	HEIDRUN                       	NO	  
011030	99999	LEKA                          	NO	  
011040	99999	ROTVAER                       	NO	  
011050	99999	ROTVAER                       	NO	  
011051	99999	                              	  	  
011060	99999	ROEST III                     	NO	  
011070	99999	ROST LUFTHAVN                 	NO	  
011080	99999	VEGA-VALLSJO                  	NO	  
011090	99999	SKALVAER                      	NO	  
011100	99999	YTTERHOLMEN FYR               	NO	  
011110	99999	                              	  	  
011120	99999	BRONNOYSUND AP                	NO	  
011130	99999	GLOMFJORD                     	NO	  
011133	99999	DAGALI                        	NO	  
011140	99999	REIPA                         	NO	  
011150	99999	MYKEN                         	NO	  
011160	99999	SANDNESSJOEN AP               	NO	  
011170	99999	TJOTTA                        	NO	  
011210	99999	SOLVAER III                   	NO	  
011220	99999	MOSJOEN AP                    	NO	  
011240	99999	SNASA                         	NO	  
011310	99999	GLAPEN LIGHTHOUSE             	NO	  
011320	99999	MAJAVATN V                    	NO	  
011330	99999	LAKSFORS                      	NO	  
011340	99999	MAJAVATN III                  	NO	  
011350	99999	SELJELIA                      	NO	  
011370	99999	STOTT                         	NO	  
011380	99999	TENNHOLMEN (LGT-H)            	NO	  
011390	99999	VAEROY HELIPORT               	NO	  
011410	99999	LEKNES                        	NO	  
011430	99999	DRAG-AJLUOKTA                 	NO	  
011440	99999	HELLIGVAER II                 	NO	  
011450	99999	KVALNES I LOFOTEN             	NO	  
011460	99999	SKAMDAL                       	NO	  
011470	99999	VARNTRESK                     	NO	  
011480	99999	STORFORSHEI                   	NO	  
011490	99999	RANA-BASMOEN                  	NO	  
011500	99999	HJARTASEN                     	NO	  
011501	99999	                              	  	  
011505	99999	                              	  	  
011510	99999	MO I RANA AP                  	NO	  
011520	99999	BODO VI                       	NO	  
011530	99999	BODO-VAGONES                  	NO	  
011540	99999	LITLOY FYR                    	NO	  
011550	99999	BO I VESTERALEN II            	NO	  
011560	99999	BO I VESTERALEN               	NO	  
011580	99999	SETSA                         	NO	  
011600	99999	SKROVA FYR                    	NO	  
011610	99999	SVOLVAER AP                   	NO	  
011620	99999	STORKMARKNES AP               	NO	  
011630	99999	BOLNA                         	NO	  
011650	99999	GROTOY                        	NO	  
011670	99999	SORTLAND                      	NO	  
011680	99999	KLEIVA I SORTLAND             	NO	  
011690	99999	SALTDAL-NORDNES               	NO	  
011691	99999	                              	  	  
011700	99999	FAUSKE-VETEN                  	NO	  
011720	99999	FINNOY I HAMAROY              	NO	  
011730	99999	                              	  	  
011751	99999	                              	  	  
011760	99999	KONGSVIK                      	NO	  
011800	99999	HARSTAD                       	NO	  
011820	99999	EVENSKJER                     	NO	  
011830	99999	EVENES AP                     	NO	  
011840	99999	SANDSOY I SENJA               	NO	  
011841	99999	                              	  	  
011890	99999	LILAND                        	NO	  
011895	99999	                              	  	  
011910	99999	SKJOMEN-SLETTJORD             	NO	  
011920	99999	STRAUMSNES                    	NO	  
011930	99999	NARVIK AP                     	NO	  
011940	99999	NARVIK III                    	NO	  
011960	99999	TENNEVOLL                     	NO	  
011980	99999	DIVIDALEN II                  	NO	  
011990	99999	SIHCCAJAVRI                   	NO	  
012030	99999	KRAKENES                      	NO	  
012050	99999	SVINOY LH                     	NO	  
012070	99999	FISKABYGD                     	NO	  
012090	99999	ORSTA-VOLDA AP                	NO	  
012091	99999	ORSTA-VOLDA/HOVD              	NO	  
012100	99999	ALESUND/VIGRA                 	NO	  
012120	99999	ONA II                        	NO	  
012140	99999	REKDAL                        	NO	  
012150	99999	HJELVIK MYRBO                 	NO	  
012160	99999	HJELVIK I ROMSDAL             	NO	  
012161	99999	                              	  	  
012170	99999	MOLDE AP                      	NO	  
012180	99999	TAFJORD                       	NO	  
012200	99999	MANNEN                        	NO	  
012210	99999	TAGDALEN                      	NO	  
012220	99999	                              	  	  
012230	99999	KRISTIANSUND AP               	NO	  
012240	99999	AALESUND                      	NO	  
012250	99999	VEIHOLMEN                     	NO	  
012270	99999	TINGVOLL-HANEM                	NO	  
012280	99999	SULA                          	NO	  
012300	99999	BJORLI                        	NO	  
012310	99999	LESJASKOG                     	NO	  
012320	99999	MARSTEIN                      	NO	  
012330	99999	DOMBAAS                       	NO	  
012340	99999	ORKDAL THAMSHAMM              	NO	  
012350	99999	DOMBAS-KIRKENAER              	NO	  
012360	99999	KJOREMSGRENDE                 	NO	  
012370	99999	FOKSTUA II                    	NO	  
012380	99999	FOKSTUA II                    	NO	  
012390	99999	HJERKINN II                   	NO	  
012400	99999	HALTEN FYR                    	NO	  
012410	99999	ORLAND III                    	NO	  
012420	99999	AFJORD                        	NO	  
012430	99999	SONGLI                        	NO	  
012450	99999	OPPDAL-SETER                  	NO	  
012480	99999	VALLERSUND                    	NO	  
012500	99999	FOLLDAL-FREDHEIM              	NO	  
012520	99999	BERKAK-LYNGHOLT               	NO	  
012530	99999	SOKNEDAL                      	NO	  
012540	99999	KOTSOY                        	NO	  
012570	99999	TRONDHEIM VOLL                	NO	  
012580	99999	TRONDHEIM (TYHOLT)            	NO	  
012590	99999	BUHOLMRASA LH                 	NO	  
012620	99999	NORDOYAN FYR                  	NO	  
012650	99999	TYNSET-HANSMOEN               	NO	  
012680	99999	                              	  	  
012700	99999	KVITHAMAR                     	NO	  
012710	99999	TRONDHEIM/VERNES              	NO	  
012720	99999	FROSTA                        	NO	  
012730	99999	SELBU                         	NO	  
012740	99999	SELBU-STUBBE                  	NO	  
012770	99999	STEINKJER                     	NO	  
012771	99999	LEVANGER-EGGEN                	NO	  
012780	99999	VERDAL-REPPE                  	NO	  
012800	99999	NAMDALSEID-VENGSTAD           	NO	  
012810	99999	NAMSSKOGAN                    	NO	  
012820	99999	RORVIK AP                     	NO	  
012823	99999	RORVIK/RYUM                   	NO	  
012870	99999	SOLENDET                      	NO	  
012880	99999	ROROS                         	NO	  
012890	99999	ROROS LUFTHAVN                	NO	  
012891	99999	ROROS/AIRPORT                 	NO	  
012900	99999	NAMSOS AP                     	NO	  
012910	99999	GARTLAND                      	NO	  
012920	99999	MERAKER-UTSYN                 	NO	  
012930	99999	MERAKER-EGGE                  	NO	  
012940	99999	                              	  	  
012950	99999	HOYLANDET-DRAG.               	NO	  
012960	99999	BERG I SNASA                  	NO	  
012980	99999	NORDLI-HOLAND                 	NO	  
013000	99999	GULLFAKS C                    	NO	  
013005	99999	STATFJORD OIL RIG &           	NO	  
013040	99999	YTTEROYANE FYR                	NO	  
013060	99999	HELLISOY FYR                  	NO	  
013070	99999	FEDJE                         	NO	  
013080	99999	FURUNESET                     	NO	  
013090	99999	KINN ISLAND                   	NO	  
013100	99999	FLORO AP                      	NO	  
013110	99999	BERGEN/FLESLAND               	NO	  
013140	99999	FOSSMARK                      	NO	  
013150	99999	EVANGER                       	NO	  
013160	99999	BERGEN-FREDRIKSBERG           	NO	  
013170	99999	BERGEN/FLORIDA                	NO	  
013180	99999	SANDANE                       	NO	  
013190	99999	TAKLE                         	NO	  
013200	99999	SANDANE AP                    	NO	  
013210	99999	STRYN                         	NO	  
013220	99999	FORDE-TEFRE                   	NO	  
013230	99999	FORDE AP                      	NO	  
013250	99999	MODALEN II                    	NO	  
013260	99999	MODALEN III                   	NO	  
013270	99999	KVAMSKOGEN/JONSHOGD           	NO	  
013280	99999	KVAMSKOGEN                    	NO	  
013290	99999	KVAMSOY                       	NO	  
013300	99999	OMASTRAND                     	NO	  
013320	99999	FJAERLAND BREMUSEET           	NO	  
013340	99999	                              	  	  
013360	99999	VOSS-BO                       	NO	  
013370	99999	VOSSEVANGEN                   	NO	  
013380	99999	VANGSNES                      	NO	  
013390	99999	VANGSNES                      	NO	  
013400	99999	FET I EIDFJORD                	NO	  
013410	99999	EIDFJORD-BU                   	NO	  
013420	99999	ULLENSVANG                    	NO	  
013440	99999	MJOLFJELL                     	NO	  
013450	99999	OLDEN-VANGBERG                	NO	  
013460	99999	MIDTSTOVA                     	NO	  
013470	99999	SOGNDAL AP                    	NO	  
013471	99999	SOGNDAL/HAUKASEN              	NO	  
013500	99999	FINSEVATN                     	NO	  
013510	99999	FINSE III                     	NO	  
013520	99999	SANDHAUG                      	NO	  
013550	99999	LAERDAL IV                    	NO	  
013560	99999	FANNARAKI                     	NO	  
013570	99999	FORTUN                        	NO	  
013580	99999	HEMSEDAL II                   	NO	  
013590	99999	GEILO OLDEBRATEN              	NO	  
013591	99999	                              	  	  
013600	99999	BRATA-SLETTOM                 	NO	  
013610	99999	GROTLI III                    	NO	  
013620	99999	JUVVASSHOE                    	NO	  
013630	99999	                              	  	  
013640	99999	FILEFJELL                     	NO	  
013650	99999	BEITOSTOLEN II                	NO	  
013660	99999	SOGNEFJELL                    	NO	  
013670	99999	FAGERNES                      	NO	  
013671	99999	BEITOSTOLEN                   	NO	  
013680	99999	FAGERNES AP                   	NO	  
013690	99999	ABJORSBRATE                   	NO	  
013700	99999	SKABU                         	NO	  
013710	99999	LOKEN I VOLBU                 	NO	  
013720	99999	NESBYEN-SKOGLUND              	NO	  
013730	99999	ESBYEN-TODOKK                 	NO	  
013740	99999	VEST-TORPA II                 	NO	  
013741	99999	                              	  	  
013743	99999	FAGERNES/LEIRIN   &           	NO	  
013750	99999	KVITFJELL                     	NO	  
013755	99999	GULLFAX (PLATFORM)            	NO	  
013760	99999	GULSVIK II                    	NO	  
013780	99999	LILLEHAMMER-SAETHER           	NO	  
013790	99999	SOR-NESSET                    	NO	  
013800	99999	VENABU                        	NO	  
013801	99999	KITTILBU                      	NO	  
013810	99999	APELSVOLL                     	NO	  
013820	99999	KISE                          	NO	  
013830	99999	EVENSTAD-OVERENGET            	NO	  
013839	99999	HAMAR/STAFSBERG               	NO	  
013840	99999	OSLO/GARDERMOEN               	NO	  
013850	99999	HAMER                         	NO	  
013860	99999	HAMAR II                      	NO	  
013870	99999	FAVANG                        	NO	  
013890	99999	RENA AP                       	NO	  
013910	99999	FLISA                         	NO	  
013920	99999	FLISA II                      	NO	  
013930	99999	DREVSJO                       	NO	  
013970	99999	TRYSIL VEGSTASJON             	NO	  
014000	99999	EKOFISK                       	NO	  
014010	99999	FRIGG                         	NO	  
014030	99999	UTSIRA LH                     	NO	  
014033	99999	EKOFISK OIL PLTFRM            	NO	  
014035	99999	KARMOY                        	NO	  
014060	99999	SLATTEROY FYR                 	NO	  
014080	99999	HAUGESUND AP                  	NO	  
014090	99999	SKUDENES                      	NO	  
014110	99999	KVITSOY NORDBO                	NO	  
014120	99999	OBRESTAD                      	NO	  
014130	99999	SAERHEIM                      	NO	  
014140	99999	ROVER                         	NO	  
014150	99999	STAVANGER/SOLA                	NO	  
014160	99999	STAVANGER VAALAND             	NO	  
014170	99999	NEDRE VATS                    	NO	  
014180	99999	AUSTEVOLL                     	NO	  
014190	99999	LIARVATN                      	NO	  
014211	99999	                              	  	  
014220	99999	FISTER SIGMUNDSTAD            	NO	  
014230	99999	FISTER-TONNEVIK               	NO	  
014240	99999	SAUDA                         	NO	  
014250	99999	EIK HOVE                      	NO	  
014260	99999	EIGEROYA                      	NO	  
014270	99999	LISTA FYR                     	NO	  
014280	99999	LISTA FLYPLASS                	NO	  
014300	99999	MANDAL II                     	NO	  
014310	99999	SIRDAL-SINNES                 	NO	  
014320	99999	SIRDAL-TJORHOM                	NO	  
014321	99999	                              	  	  
014330	99999	MIDTLAEGER                    	NO	  
014340	99999	VAAGSLI                       	NO	  
014350	99999	HAUKELISAETER/BROYT           	NO	  
014360	99999	LINDESNES FYR                 	NO	  
014390	99999	KONSMO-HOYLAND                	NO	  
014400	99999	BLASJO                        	NO	  
014410	99999	HOVDEN-LUNDANE                	NO	  
014420	99999	BYGLANDSFJORD                 	NO	  
014440	99999	VALLE                         	NO	  
014450	99999	SKAFSA                        	NO	  
014460	99999	OYFJELL-TROVATN               	NO	  
014470	99999	HOYDALSMO II                  	NO	  
014480	99999	OKSOY FYR                     	NO	  
014490	99999	GJERSTAD                      	NO	  
014500	99999	MOSSTRAND II                  	NO	  
014520	99999	KRISTIANSAND/KJEVIK           	NO	  
014530	99999	HYNNEKLEIV                    	NO	  
014550	99999	TVEITSUND                     	NO	  
014590	99999	NELAUG                        	NO	  
014600	99999	GULLHOLMEN                    	NO	  
014610	99999	                              	  	  
014630	99999	AS                            	NO	  
014640	99999	LANDVIK                       	NO	  
014650	99999	TORUNGEN LH                   	NO	  
014660	99999	KJELLER AP                    	NO	  
014670	99999	LYNGOR FYR                    	NO	  
014680	99999	KONGSVINGER                   	NO	  
014690	99999	HONEFOSS HOYBY                	NO	  
014700	99999	GVARV                         	NO	  
014703	99999	NOTODDEN                      	NO	  
014710	99999	VEGGLI II                     	NO	  
014730	99999	KONGSBERG BRANNSTAS           	NO	  
014740	99999	LYNGDAL I NUMEDAL             	NO	  
014750	99999	SKIEN-GEITERYGGEN             	NO	  
014760	99999	JOMFRULAND FYR                	NO	  
014770	99999	KONNERUD                      	NO	  
014780	99999	SVENNER LH                    	NO	  
014800	99999	DRAMMEN BERSKOG               	NO	  
014810	99999	MELSOM                        	NO	  
014820	99999	FERDER LH                     	NO	  
014825	99999	TORP                          	NO	  
014830	99999	TORP                          	NO	  
014840	99999	AURSKOG                       	NO	  
014843	99999	OSEBERG                       	NO	  
014850	99999	DANDE-GALLEBERG               	NO	  
014860	99999	ASKER                         	NO	  
014870	99999	ALNA                          	NO	  
014880	99999	HAKADAL                       	NO	  
014881	99999	STATFJORD B                   	NO	  
014890	99999	BJORNHOLT                     	NO	  
014900	99999	TRYVANNSHOGDA                 	NO	  
014920	99999	OSLO-BLINDERN                 	NO	  
014930	99999	SARPSBORG                     	NO	  
014940	99999	RYGGE                         	NO	  
014950	99999	STROMTANGEN FYR               	NO	  
014960	99999	HOLAND-FOSSER                 	NO	  
014965	99999	                              	  	  
014970	99999	PRESTEBAKKE                   	NO	  
014980	99999	MAGNOR                        	NO	  
014981	99999	                              	  	  
014983	99999	STATFJORD OIL RIG &           	NO	  
014990	99999	VAEROY                        	NO	  
014993	99999	VAEROY                        	NO	  
015000	99999	RAKKESTAD                     	NO	  
020001	99999	LJUNGBYHED                    	SW	  
020120	99999	RITSEM                        	SW	  
020130	99999	RITSEM                        	SW	  
020180	99999	                              	  	  
020190	99999	KATTERJAKK A                  	SW	  
020200	99999	KATTERJAKK                    	SW	  
020220	99999	ABISKO                        	SW	  
020230	99999	TORNEHAMN (AUTO)              	SW	  
020240	99999	STORA SJOFALLET               	SW	  
020260	99999	                              	  	  
020280	99999	TARFALA - SOL                 	SW	  
020290	99999	TARFALA                       	SW	  
020310	99999	RENSJON                       	SW	  
020320	99999	TORNETRASK LAKE               	SW	  
020360	99999	NIKKALUOKTA                   	SW	  
020380	99999	LATNIVAARA                    	SW	  
020430	99999	ESRANGE                       	SW	  
020440	99999	KIRUNA                        	SW	  
020450	99999	KIRUNA-SOL                    	SW	  
020480	99999	MALMBERGET                    	SW	  
020490	99999	GALLIVARE                     	SW	  
020500	99999	KATTERJAKK                    	SW	  
020510	99999	KARESUANDO                    	SZ	  
020520	99999	KVIKKJOKK         &           	SW	  
020530	99999	MALMBERGET                    	SW	  
020540	99999	NEDRE SOPPERO                 	SW	  
020550	99999	NAIMAKKA                      	SW	  
020560	99999	STENSELE                      	SZ	  
020570	99999	KALLAX/LULEA (AFB)            	SW	  
020580	99999	HAPARANDA         &           	SW	  
020590	99999	GADDEDE                       	SW	  
020600	99999	NAIMAKKA                      	SW	  
020620	99999	OSTERSUND FROSON AB           	SW	  
020630	99999	ASELE                         	SW	  
020640	99999	SAITTAROVA                    	SW	  
020650	99999	SVEG              &           	SW	  
020660	99999	SUNDSVALL/HARNOSAND           	SW	  
020670	99999	SARNA                         	SW	  
020680	99999	DELSBO                        	SW	  
020690	99999	SODERHAMN (SWE-AFB)           	SW	  
020700	99999	GUSTAVSFORS       &           	SW	  
020710	99999	NORRKOPING-SOL                	SW	  
020711	99999	BORLANGE                      	SW	  
020720	99999	PARKALOMPOLO                  	SW	  
020730	99999	KARLSTAD          &           	SW	  
020740	99999	OREBRO/EKEBY                  	SW	  
020750	99999	VASTERAS/HASSLO AFB           	SW	  
020760	99999	UPPSALA           &           	SW	  
020770	99999	STOCKHOLM/BROMMA  &           	SW	  
020790	99999	SATENAS (SWE-AFB)             	SW	  
020800	99999	KARESUANDO                    	SW	  
020810	99999	KARESUANDO                    	SW	  
020820	99999	LANDSORT          &           	SW	  
020830	99999	GOTSKA SANDON     &           	SW	  
020840	99999	LANNAVAARA        &           	SW	  
020850	99999	RANGEDALA (AUTO)              	SW	  
020860	99999	LAINIO                        	SW	  
020870	99999	JONKOPING         &           	SW	  
020880	99999	KOMPELUSVAARA                 	SW	  
020890	99999	OLANDS NORRA UDDE &           	SW	  
020900	99999	VISBY             &           	SW	  
020910	99999	VISBY-SOL                     	SW	  
020920	99999	MUODOSLOMPOLO                 	SW	  
020930	99999	VAXJO             &           	SW	  
020940	99999	UNGSKAR                       	SW	  
020950	99999	PAJALA                        	SW	  
020960	99999	PAJALA                        	SW	  
020970	99999	MALMO /BULLTOFTON             	SZ	  
020980	99999	MALMO/STURUP                  	SW	  
020990	99999	YSTAD             &           	SW	  
021000	99999	NAIMAKKA                      	SW	  
021010	99999	HEMAVAN                       	SW	  
021020	99999	STEKENJOKK                    	SW	  
021030	99999	HEMAVAN-GIEREVARTO            	SW	  
021040	99999	HEMAVAN                       	SW	  
021050	99999	ABELVATTNET                   	SW	  
021060	99999	JOKKMOKK (SWE-AFB)            	SW	  
021080	99999	KLIMPFJALL                    	SW	  
021090	99999	ABRAUR                        	SW	  
021100	99999	GIELAS                        	SW	  
021110	99999	VIDSEL (SWE-AFB)              	SW	  
021120	99999	VUOGGATJALME                  	SW	  
021140	99999	NORRAKER                      	SW	  
021150	99999	STORLIEN-VISJOVALE&           	SW	  
021160	99999	VINDEL-STORSJO                	SW	  
021170	99999	NORDMALING                    	SW	  
021180	99999	DIKANAS/SKANSNAS              	SW	  
021190	99999	KVIKKJOKK ARR                 	SW	  
021200	99999	KVIKKJOKK-ARRENJARK           	SW	  
021205	99999	STORUMAN                      	SW	  
021210	99999	MIERKENIS                     	SW	  
021220	99999	STENUDDEN                     	SW	  
021230	99999	JAKKVIK                       	SW	  
021240	99999	ARJEPLOG                      	SW	  
021250	99999	OSTMARK                       	SW	  
021260	99999	GUNNARN A                     	SW	  
021270	99999	STENSELE          &           	SW	  
021280	99999	GUNNARN                       	SW	  
021290	99999	GUNNARN SOL (AUT)             	SW	  
021300	99999	ROPARUDDEN                    	SW	  
021310	99999	ARVIKA                        	SW	  
021330	99999	SNAVLUNDA                     	SW	  
021350	99999	BURESJON                      	SW	  
021360	99999	BARKARBY (SAFB)               	SW	  
021380	99999	GRUNDKALLEN                   	SW	  
021410	99999	TJAKAAPE                      	SW	  
021420	99999	JOKKMOKK (SWE-AFB)            	SW	  
021430	99999	PALJAMYREN                    	SW	  
021440	99999	ABRAUR                        	SW	  
021450	99999	TELLEJAUR                     	SW	  
021460	99999	VAJMAT                        	SW	  
021470	99999	MALA-BRANNAN                  	SW	  
021480	99999	NORRKOPING/BRAVALLA           	SW	  
021490	99999	ARVIDSJAUR                    	SW	  
021500	99999	NYKOPING/SKAVST AFB           	SW	  
021510	99999	JOKKMOKK FPL                  	SW	  
021520	99999	SUDOK                         	SW	  
021540	99999	VIDSEL                        	SW	  
021550	99999	HAGSHULT (SWE-AFB)            	SW	  
021560	99999	MYRHEDEN                      	SW	  
021580	99999	FALLFORS                      	SW	  
021590	99999	FALLFORS                      	SW	  
021600	99999	NATTAVAARA                    	SW	  
